sketch_size,mean,std,time
100,0.07893321231061265,0.06938727503642918,0.07261514663696289
200,0.06817388153423842,0.053656188847221495,0.06760025024414062
300,0.06467243187805331,0.05232398696810736,0.06819295883178711
