sketch_size,mean,std,time
1000,0.007944022292546522,2.9029569812616402e-05,66.59089803695679
2000,0.022070097081644466,0.0017008297225442287,140.97412514686584
3000,0.013751596245167166,0.0011707651186170904,211.98846006393433
4000,0.01914023226275063,0.001357981034313317,281.88878321647644
5000,0.010999950632740285,0.0008108068587191102,347.17325711250305
