sketch_size,mean,std,time
1000,0.7539253385548622,0.025458458833589655,1.942183017730713
2000,0.5026010272623134,0.025611480647210666,2.0563039779663086
3000,0.26481923018744397,0.022269556702381385,2.2485830783843994
4000,0.11418826616002306,0.014977174046685344,2.3889288902282715
5000,0.035828396410290064,0.01152025487176839,2.427572250366211
