storage_size,mean,std,time
200,1.09133071811801,0.8340612697012689,0.009885518550872803
400,0.7272845548724705,0.5303080149306133,0.017747230529785156
600,0.537950154011951,0.3891749447125092,0.02536194086074829
800,0.478529603257685,0.36559119163120185,0.04243436813354492
1000,0.4345150980224402,0.3831392342548966,0.04164184093475342
