Exact Result	Approximate Result	Error
64.21274848736952	67.53511822142318	0.05174003312920256
61.57126643039392	54.261392989204104	0.11872215507299334
69.22683930950123	66.13005819853674	0.04473382205302358
61.81718822551524	63.708293649594786	0.030591902970102874
59.52567283076517	56.0824642976956	0.05784409262972635
71.79545517526148	73.27781322742335	0.020646962242153826
67.09583545096987	55.93275853176909	0.16637510874066358
64.82528143725585	68.38529223267693	0.054917012568110476
58.660863186442015	54.1056754816294	0.07765292662562515
73.43405681901447	62.82865205126695	0.1444207936637029
66.89579858589782	58.782544445651354	0.12128196855036585
56.90075778557153	59.60240403979707	0.04747996967644265
59.350595702998405	50.567761823290425	0.14798223633102084
68.25980370181219	74.18305220013875	0.08677505906992967
67.82168165333773	86.06641917173367	0.26901039717138964
62.796808032788476	62.64863794426236	0.002359516242429868
70.96768897005856	80.62778108956664	0.13611958145605801
71.5018435390512	66.87287050490758	0.06473921237590845
66.20702542812822	55.43253706989438	0.16273935112717317
64.48570025107927	58.27847779584217	0.09625734745949675
65.0077727021475	62.607459156652254	0.0369234853883243
67.1405800671826	78.86033355235821	0.17455543984649116
67.26969797097526	42.71875329569299	0.36496290924147184
57.387660679084	49.12527866985619	0.14397488783227552
72.83129048543069	80.33957532639363	0.10309147058797369
70.24449933720878	66.24705261966547	0.056907612058754456
68.2126660984621	68.68284426181512	0.00689282783162798
66.29312382911107	63.566234702354045	0.04113381553396602
65.6016944577192	60.22413095893297	0.08197293596207514
61.71496089658693	56.31141373977294	0.08755651916993808
66.59371771702354	64.21031778303389	0.03579016183054119
65.45943150808942	61.69216466876391	0.057551169518787526
66.6195927724465	78.02385051411778	0.1711847411109968
62.190395156876235	69.99913509316735	0.12556183180044847
66.57583783943626	59.82721860104424	0.10136739479971625
66.25610344179256	61.463155581362315	0.07233971832709654
69.7814939688968	74.74825379177797	0.07117588833932062
66.54799566326217	62.13154907495828	0.06636483254358916
72.2995016660029	65.20441747393171	0.09813462096665426
67.2884999092619	88.08067122530964	0.30900036921741236
64.19619034694463	77.49775108044703	0.20720171495558967
66.66830208688765	74.78245971669593	0.12170937875743755
60.207559419121274	62.686960099162505	0.04118088665214687
71.06965987988053	76.91509993107695	0.0822494445741851
67.1237336923521	73.68861265258631	0.09780264891585128
68.78149228685135	68.67138582387693	0.0016008152675027522
67.04822768277994	71.030028559521	0.05938711602609165
75.3534793517295	76.49692519194059	0.015174426583194553
64.58984066049081	74.44830159041919	0.15263175801513842
65.2471121393958	65.69267105225701	0.006828791317373728
72.51749267517879	73.57538877654198	0.01458815055977927
66.05788735108767	64.30757860863183	0.02649658977365136
69.03029228184288	63.019157630077075	0.08707966391367745
68.05458680355318	66.08319142704724	0.028967854616421103
69.54753330698756	62.24065945124747	0.1050630196111637
68.14739674939266	50.62743633896719	0.2570892102431133
72.61690678964312	73.88922695411792	0.017520990919655286
71.4968482577267	79.17266453077488	0.107358806158545
67.31033572067304	68.66803918161573	0.02017080209756992
63.97457008698868	69.70493008483439	0.08957246590409157
70.64336306938125	70.7131936425705	0.0009884944622563815
64.47749626837447	59.405514377763744	0.0786628232197421
56.14604856610839	68.33650738658402	0.21712051216074696
65.14431527038951	64.08315381017802	0.016289394643370075
63.686464202933095	68.79708316894778	0.08024654893275286
71.81535693440784	70.16015601042162	0.023048008039533895
71.10054326967104	72.44520297443266	0.01891208762866386
66.24812576424307	46.10597321308224	0.30404109276752417
68.09401091384721	72.45085300697252	0.0639827502397766
64.98930887945338	58.79762414134752	0.09527235855963041
70.67254554767068	66.94197768897301	0.05278666319131369
56.51952322441016	60.41744060084807	0.06896585735448034
64.54160976561793	64.97953640631087	0.006785183113393998
66.34418801277505	61.669335073500065	0.07046363938277166
71.42746048266216	84.93825236945302	0.1891540283735888
60.47609626608011	64.5002225346973	0.06654077424098294
73.79463405215719	73.38415413566621	0.005562462931937063
63.570128386447394	57.97949940828581	0.08794427697511865
68.0025220325865	63.980073401066235	0.059151462494181066
68.27199449609572	69.08625591601721	0.011926726704433083
68.76120228636059	70.11398976144737	0.019673703049184806
71.04072790484386	71.08941459056926	0.0006853348376527594
69.32269579481368	69.13887571326775	0.002651658009521379
70.28997502725501	52.03227181368224	0.2597483240887954
59.44836729619646	49.80003211852076	0.16229773190580127
60.71212237183858	63.2092244913381	0.041130206323635315
69.87589513152115	63.29730803731553	0.09414673088370931
66.70600371672846	66.31788263766747	0.005818383015555489
67.21518716857203	60.052536999764634	0.10656297290140485
65.62780885958912	63.98703241696233	0.02500123760245052
67.01680973165436	69.5660914030317	0.03803943639789868
62.65572240936447	68.97232680063101	0.10081448506804644
68.24911929434377	72.24082023967664	0.058487215463067274
74.6507910824098	83.05163630408707	0.11253524711350034
68.52650024858768	63.295985297961884	0.0763283537266825
72.63953361528839	78.65003459973408	0.08274421221202158
61.6420947619171	70.96084836000612	0.1511751609688354
59.53480761607432	56.31031621817073	0.054161448185027404
67.788722199621	78.06678043189899	0.15161899942606455
63.16499990704702	74.09061301167041	0.17296941535187868
